D_Governorate;D_GPCODE;D_District;D_DPCODE;D_Sub_District;D_SD_PCODE;D_Community;D_CPCODE;IDP_Flow_Estimation
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Shahid;C2261;40
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Lilawa;C2268;15
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Tal Ali - Karbajli;C2245;40
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Hajar Elabyad;C2249;25
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Ghanameh;C2266;40
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Sheib;C2253;70
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Sabuniyeh;C2255;24
Aleppo;SY02;Jarablus;SY0208;Ghandorah;SY020801;Hfeira;C2243;30
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Big Majra;C2235;30
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Dabis;C2217;20
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Halawanji;C2214;60
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Jarablus;C2227;11240
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Lower Jrables;C2226;68
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Mahsana - Mahsanli;C2232;30
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Tal Elamara;C2213;985
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Zoghra;C2220;1800
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Jamel;C2224;50
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Maghayer - Qorq Mghar;C2218;30
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Lower Um Rotha;C2223;36
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Um Sosa;C2228;35
Aleppo;SY02;Jarablus;SY0208;Jarablus;SY020800;Little Majra;C2239;50
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Abin Samaan;C1026;10
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Atareb;C1022;8
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Babka;C1021;25
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Batbu;C1025;15
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Big Orm;C1029;18
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Kafr Aleppo;C1039;25
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Kafr Karmin;C1035;40
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Kafr Naha;C1034;35
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Kafr Taal;C1037;10
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Little Orm;C1027;15
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Sahara;C1023;10
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Tadil;C1028;28
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Western Kafr Jum;C1040;20
Aleppo;SY02;Jebel Saman;SY0200;Atareb;SY020001;Kafr Thoran;C1041;8
Aleppo;SY02;Jebel Saman;SY0200;Daret Azza;SY020004;Anjara;C1144;24
Aleppo;SY02;Jebel Saman;SY0200;Daret Azza;SY020004;Bsartun;C1147;27
Aleppo;SY02;Jebel Saman;SY0200;Daret Azza;SY020004;Majbineh;C1148;15
Aleppo;SY02;Jebel Saman;SY0200;Daret Azza;SY020004;Zarzita;C1138;70
Aleppo;SY02;Jebel Saman;SY0200;Haritan;SY020003;Andan;C1121;70
Aleppo;SY02;Jebel Saman;SY0200;Haritan;SY020003;Haritan;C1130;140
Aleppo;SY02;Jebel Saman;SY0200;Haritan;SY020003;Maaret Elartiq;C1136;10
Aleppo;SY02;Jebel Saman;SY0200;Haritan;SY020003;Hayyan;C1127;25
Aleppo;SY02;Jebel Saman;SY0200;Haritan;SY020003;Kafr Hamra;C1134;25
Aleppo;SY02;Jebel Saman;SY0200;Tall Ed-daman;SY020002;Gharirifeh;C6328;8
Aleppo;SY02;Jebel Saman;SY0200;Tall Ed-daman;SY020002;Mansura;C1080;36
Aleppo;SY02;Jebel Saman;SY0200;Tall Ed-daman;SY020002;Jeb Eleis;C1049;60
Aleppo;SY02;Jebel Saman;SY0200;Zarbah;SY020005;Big Othmaniya;C1157;50
Aleppo;SY02;Jebel Saman;SY0200;Zarbah;SY020005;Hawir Elis;C1172;20
Aleppo;SY02;Jebel Saman;SY0200;Zarbah;SY020005;Zarbah;C1170;325
Aleppo;SY02;Jebel Saman;SY0200;Zarbah;SY020005;Rasm Eliss;C1162;390
Aleppo;SY02;Jebel Saman;SY0200;Zarbah;SY020005;Rasim Sahrij;C6392;75
Aleppo;SY02;Jebel Saman;SY0200;Jebel Saman;SY020000;Aleppo;C1007;53153
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Halula;C1800;125
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Himar Labda;C1796;3156
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jeb Elkajli;C1804;2500
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jeb Hamza;C1822;162
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jeb Hassan Agha;C1819;75
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Khofiyet Abu Qalqal;C1797;500
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Little Fors;C1833;250
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Little Ghorra;C1815;1000
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Little Quraa;C1831;1000
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Noaimeh;C1837;69
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Northern Qana;C1825;100
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Southern Tal Arish;C1818;104
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Um Jern Manbaj;C1803;500
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Walia - Akirdali;C1827;100
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Abu Qalqal;C1798;159
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Nmuqbilet Hassan Agha;C1835;150
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jeb Sheikh Obeid;C1823;150
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Qeshlet Yusef Basha;C1834;150
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Kherbet Tweini ;C6336;150
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Shjif Dahabiyeh;C1806;91
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Kherbet Bashar;C1816;150
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Big Fors;C1830;100
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Lower Qana;C1824;92
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Qanaqebli;C1826;100
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Kherbet Elrus;C1814;91
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jeifiyet Elmashi ;C1807;144
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Hizeh;C1808;750
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Kherbet Elsawda Manbaj;C1812;1500
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jeb Nahid;C1817;57
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Sakawiyeh;C1809;72
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Kherbet Elashra;C1799;39
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Big Ghorra;C1810;500
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Kherbet Khaled;C1821;150
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Qokhar;C1829;100
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jeb Elbashama;C1802;165
Aleppo;SY02;Menbij;SY0205;Abu Qalqal;SY020501;Jdidet Faras;C1801;250
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Jeb Elhamam Mestaha;C1868;6943
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Kasra;C1876;125
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Ras El Ein Homor;C1855;150
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Kherbet Barguth;C1838;150
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Shajra;C1889;108
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Hadidi;C1840;42
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Jdidet Mistaha;C1854;103
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Rasm Elmasatiha;C1843;276
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Rummana;C1860;320
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Shash Hamdan;C1865;66
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Talhuthan;C1887;250
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Jdidet Elhomor;C1849;375
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Jeb Hamad Elshlal;C1875;5000
Aleppo;SY02;Menbij;SY0205;Al-Khafsa;SY020502;Jeb Khamis;C1874;400
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Kharufiyeh;C1754;4887
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Osajli;C1687;2300
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Bir Quraa;C1779;1100
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Ein Elnakhil;C1729;180
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Hamduniyeh;C1712;40
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Jamusiyeh;C1702;50
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Karsan;C1768;126
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Kherbet Massi;C1708;25
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Khishfet Um Adaseh;C1696;1468
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Hayyeh;C1752;72
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Kaber - Little Kaberjeh;C1790;126
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Kharufiyeh;C1733;1318
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Maqtaa Elhajar;C1794;300
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Osajli;C1682;2258
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Mahsana - Bak Weiran;C1723;351
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Menbij;C1767;11891
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Om Adas Fars;C6431;50
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Omriyeh;C1710;165
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Qabab Bonyeh - Qarajleh;C1791;188
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Qanat Elghrra;C1769;1084
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Rafeeah;C1704;48
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Rasm Elakhdar;C1739;133
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Saan Elghazal - Buz Kij;C1715;161
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Safi;C1753;39
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Saidiyeh;C1720;270
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Sultahiyeh;C1721;1440
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Tal Yasti;C1676;20
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Um Adaset Elfarat;C1730;384
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Um Elsateh;C1700;180
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Zornaqal;C1719;65
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Kaber - Big Kaberjeh;C1783;700
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Toq Elkhalil;C1686;604
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Btoshiyet Manbaj;C1677;65
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Khirfan;C1716;74
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Bir Kello;C1714;39
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Jeb Elkalb;C1706;742
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Qatmet Manbaj - Qatma;C1771;295
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Um Myal Jafatlak;C1734;510
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Asaliyeh;C1678;30
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Mohtaraq;C1782;1310
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Tahna;C1749;296
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Mohtaraq;C1784;1058
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Tal Akhdar;C1711;115
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Mankubeh;C1738;75
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Hayyeh;C1731;250
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Rasm Elmashrafeh;C1674;350
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Jern;C1761;60
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Middle Warideh;C1774;70
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Farat;C1679;50
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Jeb Elarus;C1722;20
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Kabiret Manbaj - Bashli;C1748;400
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Sheikh Yehya;C1750;40
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Madneh;C1780;50
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Madneh;C1781;360
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Nahliya - Nahliya;C1776;457
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Jeb Elthor - Akrash;C1697;1700
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Qanat Shekh Tabbash;C6432;197
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Kherbet Elsheyab;C1680;222
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Um Adase Near Manbaj;C1726;17
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Jeb Elkhafi - Manbaj;C1703;610
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Maqtaa Elhajar;C1792;230
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Ratwaniyeh;C1742;102
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Little Arbaa ;C1732;235
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Biret Manbaj;C1692;1000
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Um Khorzet Manbaj;C1698;190
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Abu Mandil;C1740;150
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Moruh Manbaj;C1788;750
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Jeb Makhzum;C1690;125
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Mostarihet Jafatlak;C1770;165
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Twal;C1691;77
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Dadat;C1717;295
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Shweihet Kheznawi;C1743;10
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Arab Hasan;C1683;75
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Um Elsafa;C6335;60
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Jeb Elqader;C1684;30
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Big Jern;C1756;40
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Upper Majra;C1773;24
Aleppo;SY02;Menbij;SY0205;Menbij;SY020500;Arnabiet Doshan;C1758;16
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Al-Hasakeh;C4360;656
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Mahd Elrijleh;C4381;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Tweineh;C4351;10
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Zaydiyeh Hasskeh;C4373;50
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Qaber Amer;C4378;10
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Masudiyeh Haska;C4357;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Al-Hasakeh;SY080000;Al-Farhiyeh;C6440;7
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Hole;C4519;925
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Khweitleh Hmud;C4515;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Abu Jern;C6452;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Qattara;C4523;5
Al-Hasakeh;SY08;Al-Hasakeh;SY0800;Hole;SY080006;Eastern Botha;C4520;5
