,event_id_cnty,day,month,year,location,latitude,longitude
949,SYR108648,28,11,2022,Kafr Noran,36.078,36.8322
950,SYR108649,28,11,2022,Kafrnaya,36.4217,37.0736
951,SYR108650,28,11,2022,Zur Maghar,36.8346,38.0347
952,SYR108678,28,11,2022,Ain al Arab,36.8891,38.3521
953,SYR108679,28,11,2022,Ein Daqneh,36.5248,37.0776
954,SYR108680,28,11,2022,Maraanaz,36.5511,37.0187
955,SYR108681,28,11,2022,Sheikh Isa,36.4793,37.1467
956,SYR108682,28,11,2022,Tal Al-Laban,36.614,40.2018
957,SYR108683,28,11,2022,Tal Tamer,36.6534,40.3718
958,SYR108684,28,11,2022,Tall Refaat,36.4726,37.0941
959,SYR108685,28,11,2022,Tawileh,36.6509,40.2713
960,SYR108712,28,11,2022,Kor Hassan,36.5758,38.7569
961,SYR108713,28,11,2022,Qazali,36.6251,38.7544
962,SYR108714,28,11,2022,Tell Abiad,36.6978,38.9548
963,SYR108753,28,11,2022,Tiba,34.9973,40.4585
964,SYR108755,28,11,2022,Talbiseh,34.8427,36.7267
965,SYR108763,28,11,2022,Al Bab,36.3697,37.5149
966,SYR108790,28,11,2022,Ma'arrat An Nu'man,35.6476,36.6766
967,SYR108478,28,11,2022,Amara,36.6083,36.8096
968,SYR109131,28,11,2022,Bulbul,36.7697,36.8193
969,SYR108493,28,11,2022,Khani,36.709,38.6967
970,SYR108500,28,11,2022,Kharab Nas,36.83,38.5522
971,SYR108481,27,11,2022,Ar-Raqqa,35.9428,39.0519
972,SYR108505,27,11,2022,Sokhneh,34.8832,38.87
973,SYR108506,27,11,2022,Tadmor,34.5656,38.2877
974,SYR108515,27,11,2022,Tadaf,36.3479,37.5294
975,SYR108525,27,11,2022,Zur Maghar,36.8346,38.0347
976,SYR108534,27,11,2022,Ain al Arab - Kaniya Kurdan,36.8914,38.3639
977,SYR108563,27,11,2022,Ar-Rastan,34.9241,36.7312
978,SYR108574,27,11,2022,Bara,35.686,36.5424
979,SYR108575,27,11,2022,Kafr Oweid,35.6282,36.4575
980,SYR108576,27,11,2022,Kansafra,35.6599,36.4849
981,SYR108596,27,11,2022,Ain al Arab,36.8891,38.3521
982,SYR108597,27,11,2022,Kharab Kurt,36.8145,38.4466
983,SYR108605,27,11,2022,Menagh - Military Airbase,36.522,37.0383
984,SYR108645,27,11,2022,Ein Daqneh,36.5248,37.0776
985,SYR108651,27,11,2022,Sheikh Isa,36.4793,37.1467
986,SYR108652,27,11,2022,Jarqili Kabir,36.8576,38.0907
987,SYR108653,27,11,2022,Kharab Nas,36.83,38.5522
988,SYR108654,27,11,2022,Mayasa,36.397,36.9461
989,SYR108655,27,11,2022,Sorhane,36.4365,36.9292
990,SYR108656,27,11,2022,Zernait,36.4035,36.9538
991,SYR108676,27,11,2022,Al-Zehiriyeh,37.1756,42.32
992,SYR108677,27,11,2022,Kharab Rashak,37.1411,42.3361
993,SYR108694,27,11,2022,Ein Issa,36.3837,38.8628
994,SYR108708,27,11,2022,Kor Hassan,36.5758,38.7569
995,SYR108709,27,11,2022,Qazali,36.6251,38.7544
996,SYR108710,27,11,2022,Tal Tishrine,37.078,40.6768
997,SYR108711,27,11,2022,Tell Abiad,36.6978,38.9548
998,SYR108731,27,11,2022,Abu Rasin,36.8465,40.3284
999,SYR108732,27,11,2022,Dada Abdal,36.8908,40.3375
1000,SYR108733,27,11,2022,Eastern Tall Ward,36.7975,40.3465
1001,SYR108734,27,11,2022,Kozliyeh,36.6249,40.2253
1002,SYR108735,27,11,2022,Sukkar Al Uhaymer,36.6664,40.3113
1003,SYR108736,27,11,2022,Tal Al-Laban,36.614,40.2018
1004,SYR108737,27,11,2022,Tall Kharbayt,36.672,40.3042
1005,SYR108738,27,11,2022,Tawileh,36.6509,40.2713
1006,SYR108745,27,11,2022,Hrak,32.7507,36.304
1007,SYR108752,27,11,2022,Ras al-Ain,36.8494,40.0747
1008,SYR108757,27,11,2022,Maraanaz,36.5511,37.0187
1009,SYR108760,27,11,2022,Dar'a,32.6241,36.1049
1010,SYR108761,27,11,2022,Eastern Ghariyeh,32.6782,36.2581
1011,SYR108778,27,11,2022,Um Harmala,36.6589,40.0062
1012,SYR108796,27,11,2022,Quamishli,37.0447,41.2262
1013,SYR108762,27,11,2022,Tell Halaf,36.824,40.0384
1014,SYR108491,27,11,2022,Kashtaar,36.4875,37.0157
1015,SYR108494,27,11,2022,Menagh,36.5247,37.048
1016,SYR108498,27,11,2022,Al-Malikeyyeh,36.5435,36.9904
1017,SYR108499,27,11,2022,Shawarighat al Arz,36.5269,36.9966
1018,SYR108521,27,11,2022,Maraanaz,36.5511,37.0187
1019,TUR27943,26,11,2022,Judi Mountain,37.3694,42.3442
1020,SYR108503,26,11,2022,Qebtan al Jabal,36.2637,36.9487
1021,SYR108512,26,11,2022,Kherbet Awad,32.3235,36.7114
1022,SYR108524,26,11,2022,Al-Hussainiyah,35.3591,40.1511
1023,SYR108567,26,11,2022,Dabiq,36.5369,37.2685
1024,SYR108568,26,11,2022,Bara,35.686,36.5424
1025,SYR108569,26,11,2022,Fleifel,35.5888,36.4562
1026,SYR108570,26,11,2022,Ftireh,35.6097,36.4853
1027,SYR108571,26,11,2022,Kansafra,35.6599,36.4849
1028,SYR108572,26,11,2022,Maaret Al Naasan,36.0351,36.8376
1029,SYR108573,26,11,2022,Sfuhen,35.6073,36.4645
1030,SYR108604,26,11,2022,Al-Nazihin Camp,36.9025,38.3021
1031,SYR108632,26,11,2022,Ahras,36.4002,37.1453
1032,SYR108633,26,11,2022,Ain al Arab,36.8891,38.3521
1033,SYR108634,26,11,2022,Al-Alqamiyyeh,36.5041,37.0264
1034,SYR108635,26,11,2022,Aqibah,36.437,36.968
1035,SYR108636,26,11,2022,Ibbin,36.4659,36.9933
1036,SYR108637,26,11,2022,Kafr Antoun,36.505,37.0364
1037,SYR108638,26,11,2022,Kafr Khasher,36.5491,37.065
1038,SYR108639,26,11,2022,Maraanaz,36.5511,37.0187
1039,SYR108640,26,11,2022,Menagh - Military Airbase,36.522,37.0383
1040,SYR108641,26,11,2022,Shawarighat al Arz,36.5269,36.9966
1041,SYR108642,26,11,2022,Sorhane,36.4365,36.9292
1042,SYR108643,26,11,2022,Tall Refaat,36.4726,37.0941
1043,SYR108644,26,11,2022,Tanab,36.4965,37.0035
1044,SYR108659,26,11,2022,Ain al Arab,36.8891,38.3521
1045,SYR108660,26,11,2022,Al Baylouniyeh,36.5113,37.0848
1046,SYR108661,26,11,2022,Al Kawukli,36.4903,37.6836
1047,SYR108662,26,11,2022,Al-Bughaz,36.4695,37.6564
1048,SYR108663,26,11,2022,Al-Malikeyyeh,36.5435,36.9904
1049,SYR108664,26,11,2022,Harbal,36.4306,37.1669
1050,SYR108665,26,11,2022,Jarqili Kabir,36.8576,38.0907
1051,SYR108666,26,11,2022,Kharab Kurt,36.8145,38.4466
1052,SYR108667,26,11,2022,Kharab Nas,36.83,38.5522
1053,SYR108668,26,11,2022,Kharab Rashak,37.1411,42.3361
1054,SYR108669,26,11,2022,Khirbat az Zuwayn,36.3993,37.3756
1055,SYR108670,26,11,2022,Korhyok,36.4986,37.6416
1056,SYR108671,26,11,2022,Shaalah,36.3711,37.3977
1057,SYR108672,26,11,2022,Tall Refaat,36.4726,37.0941
1058,SYR108673,26,11,2022,Tatemrash,36.5091,37.0102
1059,SYR108674,26,11,2022,Zorfafa,37.072,41.5256
1060,SYR108675,26,11,2022,Zur Maghar,36.8346,38.0347
1061,SYR108696,26,11,2022,Tell Abiad,36.6978,38.9548
1062,SYR108700,26,11,2022,Al-Zehiriyeh,37.1756,42.32
1063,SYR108701,26,11,2022,Dardara Tal Tamer,36.6996,40.4029
1064,SYR108703,26,11,2022,Kozliyeh,36.6249,40.2253
1065,SYR108705,26,11,2022,Tal Al-Laban,36.614,40.2018
1066,SYR108706,26,11,2022,Tall Tawil,36.663,40.2836
1067,SYR108707,26,11,2022,Umm Al-Khair,36.6301,40.2581
1068,SYR108751,26,11,2022,Afrin,36.5111,36.8655
1069,SYR108756,26,11,2022,Kafr Khasher,36.5491,37.065
1070,SYR108759,26,11,2022,Dar'a - Palestinian Refugee Camp,32.6194,36.1136
1071,SYR108779,26,11,2022,Aboush,36.7488,40.3826
1072,SYR108780,26,11,2022,Eastern Tall Ward,36.7975,40.3465
1073,SYR108781,26,11,2022,Tal Shanan,36.6787,40.3922
1074,SYR108782,26,11,2022,Tal Tamer,36.6534,40.3718
1075,SYR108783,26,11,2022,Tawileh,36.6509,40.2713
1076,SYR108784,26,11,2022,Umm Al-Kayf,36.6757,40.3206
1077,SYR108702,26,11,2022,Khirab Rashik,37.1416,42.336
1078,SYR108704,26,11,2022,Sheikh Isa,36.4793,37.1467
1079,SYR108758,26,11,2022,Dar'a - Al-Sad,32.6111,36.118
1080,SYR108496,26,11,2022,Menagh - Military Airbase,36.522,37.0383
1081,SYR108497,26,11,2022,Tall Refaat,36.4726,37.0941
1082,SYR108248,25,11,2022,Maraanaz,36.5511,37.0187
1083,SYR108428,25,11,2022,Abu Rasin,36.8465,40.3284
1084,SYR108429,25,11,2022,Manakh,36.7244,40.3758
1085,SYR108452,25,11,2022,Abu Rasin,36.8465,40.3284
1086,SYR108453,25,11,2022,Dada Abdal,36.8908,40.3375
1087,SYR108354,25,11,2022,Saida,36.4024,38.8643
1088,SYR108303,25,11,2022,Ein Issa,36.3837,38.8628
1089,SYR108304,25,11,2022,Sad Al-Shahba,36.4137,37.2854
1090,SYR108353,25,11,2022,Kozliyeh,36.6249,40.2253
1091,SYR108350,25,11,2022,Dardara,36.8337,40.1726
1092,SYR108249,25,11,2022,Zur Maghar,36.8346,38.0347
1093,SYR108352,25,11,2022,Hoshan,36.4841,38.6861
1094,SYR108446,25,11,2022,Tawileh,36.6509,40.2713
1095,SYR108247,25,11,2022,Al Ziyarah,36.853,38.0347
1096,SYR108125,25,11,2022,Turandah,36.496,36.8815
1097,SYR108351,25,11,2022,Ein Issa,36.3837,38.8628
1098,SYR108445,25,11,2022,Tal Al-Laban,36.614,40.2018
1099,SYR108455,25,11,2022,Al Burayj,35.6355,36.5311
1100,SYR108196,25,11,2022,Kafr Nobol,35.6147,36.5603
1101,SYR108124,25,11,2022,Lattakia,35.5391,35.7896
1102,SYR108197,25,11,2022,Sfuhen,35.6073,36.4645
1103,SYR108195,25,11,2022,Ftireh,35.6097,36.4853
1104,SYR108194,25,11,2022,Fleifel,35.5888,36.4562
1105,SYR108795,25,11,2022,Shadadah,36.0534,40.7268
1106,SYR108377,25,11,2022,Hole Camp,36.3768,41.1333
1107,SYR108121,24,11,2022,Dar'a,32.6241,36.1049
1108,SYR108122,24,11,2022,Division 17,35.9909,39.0252
1109,SYR108123,24,11,2022,Karama,35.8699,39.2813
1110,SYR108193,24,11,2022,Ankawi,35.5967,36.3877
1111,SYR108229,24,11,2022,Haram Shaykhu,37.0491,41.092
1112,SYR108230,24,11,2022,Hasde,37.1079,40.9859
1113,SYR108233,24,11,2022,Jarqili Kabir,36.8576,38.0907
1114,SYR108234,24,11,2022,Jatal,37.0649,40.6244
1115,SYR108236,24,11,2022,Kharab Nas,36.83,38.5522
1116,SYR108237,24,11,2022,Mahrkan,37.0525,41.5152
1117,SYR108239,24,11,2022,Malabas,37.0845,41.5834
1118,SYR108342,24,11,2022,Dada Abdal,36.8908,40.3375
1119,SYR108343,24,11,2022,Dardara,36.8337,40.1726
1120,SYR108344,24,11,2022,Eastern Tall Ward,36.7975,40.3465
1121,SYR108345,24,11,2022,Kozliyeh,36.6249,40.2253
1122,SYR108347,24,11,2022,Tawileh,36.6509,40.2713
1123,SYR108348,24,11,2022,Um Harmala,36.6589,40.0062
1124,SYR108349,24,11,2022,Umm Al-Kayf,36.6757,40.3206
1125,SYR108409,24,11,2022,Tadaf,36.3479,37.5294
1126,SYR108469,24,11,2022,Nawa,32.8882,36.041
1127,SYR108232,24,11,2022,Jabal Al Sayadah,36.5529,37.76
1128,SYR108468,24,11,2022,Jasim,32.9912,36.0602
1129,SYR108240,24,11,2022,Qahtaniyyah,37.0284,41.5473
1130,SYR108244,24,11,2022,Sheikh Isa,36.4793,37.1467
1131,SYR108238,24,11,2022,Mahrkan,37.0525,41.5152
1132,SYR108300,24,11,2022,Ashmah,36.8761,38.1074
1133,SYR108241,24,11,2022,Shalhumiyeh,37.0639,41.5546
1134,SYR108046,24,11,2022,Hole Camp,36.3768,41.1333
1135,SYR108227,24,11,2022,Al-Baylonah,36.8089,38.0597
1136,SYR108346,24,11,2022,Tal Al-Laban,36.614,40.2018
1137,SYR108246,24,11,2022,Tall Refaat,36.4726,37.0941
1138,SYR108228,24,11,2022,Ein Daqneh,36.5248,37.0776
1139,SYR108235,24,11,2022,Kafrnaya,36.4217,37.0736
1140,SYR108129,24,11,2022,Sheikh Aqil,36.3118,36.9403
1141,SYR108302,24,11,2022,Rubay'at,36.8196,40.3354
1142,SYR108402,24,11,2022,Busraton,36.2028,36.9104
1143,SYR108355,24,11,2022,Talbiseh,34.8427,36.7267
1144,SYR108128,24,11,2022,Atareb,36.1379,36.8284
1145,SYR108301,24,11,2022,Kherbet Al Sha'er,36.7799,40.3509
1146,SYR108054,24,11,2022,Ali Agha,36.9039,41.8988
1147,SYR108374,24,11,2022,Qahtaniyyah,37.0284,41.5473
1148,SYR108375,24,11,2022,Quamishli,37.0447,41.2262
1149,SYR108376,24,11,2022,Zur Maghar,36.8346,38.0347
1150,SYR108400,24,11,2022,Tal Tamer,36.6534,40.3718
1151,SYR108401,24,11,2022,Zur Maghar,36.8346,38.0347
1152,SYR108373,24,11,2022,Ein Issa,36.3837,38.8628
1153,SYR108461,24,11,2022,Ain al Arab,36.8891,38.3521
1154,SYR108119,23,11,2022,Al-Bukamal,34.4546,40.9116
1155,SYR108120,23,11,2022,Sayyeda Zeinab,33.4466,36.3406
1156,SYR108140,23,11,2022,Afes,35.9064,36.8045
1157,SYR108192,23,11,2022,Maarbalit,35.8084,36.6605
1158,SYR108199,23,11,2022,Afes,35.9064,36.8045
1159,SYR108209,23,11,2022,Ain al Arab - Kaniya Kurdan,36.8914,38.3639
1160,SYR108222,23,11,2022,Ein Issa,36.3837,38.8628
1161,SYR108293,23,11,2022,Sheikh Isa,36.4793,37.1467
1162,SYR108297,23,11,2022,Tall Refaat,36.4726,37.0941
1163,SYR108335,23,11,2022,Kozliyeh,36.6249,40.2253
1164,SYR108337,23,11,2022,Tall Tawil,36.663,40.2836
1165,SYR108338,23,11,2022,Tall Ziwan,37.0583,41.3552
1166,SYR108339,23,11,2022,Tawileh,36.6509,40.2713
1167,SYR108341,23,11,2022,Umm Al-Khair,36.6301,40.2581
1168,SYR108435,23,11,2022,Quamishli,37.0447,41.2262
1169,SYR108045,23,11,2022,Ar-Raqqa,35.9428,39.0519
1170,SYR108291,23,11,2022,Jat,36.6373,38.0332
1171,SYR108271,23,11,2022,Ain al Arab,36.8891,38.3521
1172,SYR108299,23,11,2022,Umm Al-Khair,36.6301,40.2581
1173,SYR108223,23,11,2022,Menbij,36.5258,37.951
1174,SYR108298,23,11,2022,Tall Tawil,36.663,40.2836
1175,SYR108334,23,11,2022,Kharzeh,37.1164,40.8099
1176,SYR108336,23,11,2022,Tal Tishrine,37.078,40.6768
1177,SYR108333,23,11,2022,Dada Abdal,36.8908,40.3375
1178,SYR108225,23,11,2022,Tell Abiad,36.6978,38.9548
1179,SYR108306,23,11,2022,Omar - Oil Fields,34.982,40.7665
1180,SYR108340,23,11,2022,Um Harmala,36.6589,40.0062
1181,SYR108221,23,11,2022,Al Mu'allaq,36.4055,38.8461
1182,SYR108190,23,11,2022,Ftireh,35.6097,36.4853
1183,SYR108224,23,11,2022,Saida,36.4024,38.8643
1184,SYR108332,23,11,2022,Abu Rasin,36.8465,40.3284
1185,SYR108296,23,11,2022,Tall Refaat,36.4726,37.0941
1186,SYR108290,23,11,2022,Hsajek,36.3951,37.2456
1187,SYR108294,23,11,2022,Tal Jijin,36.4108,37.3411
1188,SYR108207,23,11,2022,Ain al Arab,36.8891,38.3521
1189,SYR108289,23,11,2022,Harbal,36.4306,37.1669
1190,SYR108292,23,11,2022,Sad Al-Shahba,36.4137,37.2854
1191,SYR108287,23,11,2022,Al Baylouniyeh,36.5113,37.0848
1192,SYR108191,23,11,2022,Kafr Noran,36.078,36.8322
1193,SYR108295,23,11,2022,Tal Madeeq,36.4094,37.2846
1194,SYR108288,23,11,2022,Ein Daqneh,36.5248,37.0776
1195,SYR108433,23,11,2022,Menbij,36.5258,37.951
1196,SYR108420,23,11,2022,Deir-ez-Zor - Al-Joura-Al-Thawra,35.3475,40.1197
1197,SYR108041,23,11,2022,Sayyeda Zeinab,33.4466,36.3406
1198,SYR108126,23,11,2022,Sayyeda Zeinab,33.4466,36.3406
1199,SYR108421,23,11,2022,Assal al Ward,33.8636,36.4158
1200,TUR27893,23,11,2022,Yenisehir,37.9215,40.241
1201,TUR27899,23,11,2022,Kayapinar,37.9791,39.9861
1202,SYR108480,23,11,2022,Afrin,36.5111,36.8655
1203,SYR108053,23,11,2022,Al Jawadiyah,36.9866,41.8202
1204,SYR108096,23,11,2022,Abu Rasin,36.8465,40.3284
1205,SYR108097,23,11,2022,Abu Rasin,36.8465,40.3284
1206,SYR108357,23,11,2022,Amuda,37.1026,40.9313
1207,SYR108358,23,11,2022,Amuda,37.1026,40.9313
1208,SYR108360,23,11,2022,Himo,37.0461,41.1555
1209,SYR108365,23,11,2022,Quamishli,37.0447,41.2262
1210,SYR108366,23,11,2022,Quamishli,37.0447,41.2262
1211,SYR108367,23,11,2022,Quamishli,37.0447,41.2262
1212,SYR108368,23,11,2022,Tal Elfukhar,37.0444,42.0215
1213,SYR108370,23,11,2022,Tal Tamer,36.6534,40.3718
1214,SYR108391,23,11,2022,Ali Agha,36.9039,41.8988
1215,SYR108396,23,11,2022,Hole Camp,36.3768,41.1333
1216,SYR108398,23,11,2022,Qahtaniyyah,37.0284,41.5473
1217,SYR108399,23,11,2022,Quamishli,37.0447,41.2262
1218,SYR108356,23,11,2022,Al-Malikeyyeh,37.1745,42.1403
1219,SYR108371,23,11,2022,Tal Tamer,36.6534,40.3718
1220,SYR108363,23,11,2022,Mashuq,37.059,41.6859
1221,SYR108369,23,11,2022,Tal Elhasanat,37.1089,41.6792
1222,SYR108359,23,11,2022,Hassawiyah Tahtani,36.7847,41.4336
1223,SYR108372,23,11,2022,Tall Sha'eer,36.7755,37.9499
1224,SYR108362,23,11,2022,Khatuniya Bahra,36.4225,41.2234
1225,SYR108361,23,11,2022,Jarqili Kabir,36.8576,38.0907
1226,SYR108098,23,11,2022,Ain al Arab,36.8891,38.3521
1227,SYR108394,23,11,2022,Darbasiyah,37.07,40.654
1228,SYR108052,23,11,2022,Abu Rasin,36.8465,40.3284
1229,SYR108397,23,11,2022,Mashuq,37.059,41.6859
1230,SYR108364,23,11,2022,Mubarakiyeh,36.9079,40.2847
1231,SYR108393,23,11,2022,Arar,37.0186,42.0383
1232,SYR108392,23,11,2022,Al-Malikeyyeh,37.1745,42.1403
1233,SYR108390,23,11,2022,Ain al Arab,36.8891,38.3521
1234,SYR108395,23,11,2022,Khirab Rashik,37.1416,42.336
1235,SYR108146,22,11,2022,Kaljibrin,36.5361,37.1175
1236,SYR108185,22,11,2022,Bab Al Salameh,36.632,37.0843
1237,SYR108188,22,11,2022,Kafr Noran,36.078,36.8322
1238,SYR108189,22,11,2022,Mare',36.4827,37.1965
1239,SYR108217,22,11,2022,Ein Daqneh,36.5248,37.0776
1240,SYR108218,22,11,2022,Quamishli,37.0447,41.2262
1241,SYR108219,22,11,2022,Sheikh Isa,36.4793,37.1467
1242,SYR108220,22,11,2022,Tall Refaat,36.4726,37.0941
1243,SYR108252,22,11,2022,Menagh - Military Airbase,36.522,37.0383
1244,SYR108268,22,11,2022,Abu Rasin,36.8465,40.3284
1245,SYR108269,22,11,2022,Abu Rasin,36.8465,40.3284
1246,SYR108275,22,11,2022,Himo,37.0461,41.1555
1247,SYR108278,22,11,2022,Kharab Nas,36.83,38.5522
1248,SYR108320,22,11,2022,Al-Kasra,36.9495,40.3755
1249,SYR108321,22,11,2022,Amuda,37.1026,40.9313
1250,SYR108322,22,11,2022,Dada Abdal,36.8908,40.3375
1251,SYR108324,22,11,2022,Khadrawi,36.9175,40.3472
1252,SYR108325,22,11,2022,Kozliyeh,36.6249,40.2253
1253,SYR108326,22,11,2022,Qubur al-Qarajna,36.7231,40.3903
1254,SYR108327,22,11,2022,Tal Elamir,36.9374,40.3639
1255,SYR108328,22,11,2022,Tal Tamer,36.6534,40.3718
1256,SYR108329,22,11,2022,Tall Ziwan,37.0583,41.3552
1257,SYR108330,22,11,2022,Tawileh,36.6509,40.2713
1258,SYR108331,22,11,2022,Umm Al-Khair,36.6301,40.2581
1259,SYR108427,22,11,2022,Zir,35.1248,40.4346
1260,SYR108444,22,11,2022,Gharanij,34.7863,40.7181
1261,SYR108457,22,11,2022,Azaz,36.5849,37.0432
1262,SYR108462,22,11,2022,Azaz,36.5849,37.0432
1263,SYR108273,22,11,2022,Amuda,37.1026,40.9313
1264,SYR108456,22,11,2022,Azaz,36.5849,37.0432
1265,SYR108211,22,11,2022,Ahras,36.4002,37.1453
1266,SYR108242,22,11,2022,Lower Shyookh,36.7506,38.0768
1267,SYR108266,22,11,2022,Zur Maghar,36.8346,38.0347
1268,SYR108138,22,11,2022,Kafr Taal,36.1542,36.8935
1269,SYR108243,22,11,2022,Maraanaz,36.5511,37.0187
1270,SYR108245,22,11,2022,Menagh,36.5247,37.048
1271,SYR108139,22,11,2022,Tadil,36.1647,36.888
1272,SYR108183,22,11,2022,Al-Qahera,35.6131,36.3625
1273,SYR108425,22,11,2022,Kafr Khasher,36.5491,37.065
1274,SYR108186,22,11,2022,Dweir Elakrad,35.7225,36.2602
1275,SYR108226,22,11,2022,Deir Jamal,36.4456,37.0279
1276,SYR108231,22,11,2022,Harbal,36.4306,37.1669
1277,SYR108323,22,11,2022,Ein Issa,36.3837,38.8628
1278,SYR108285,22,11,2022,Umm Al-Kayf,36.6757,40.3206
1279,SYR108286,22,11,2022,Umm Ashba,36.8963,40.2951
1280,SYR108184,22,11,2022,Atareb,36.1379,36.8284
1281,SYR108205,22,11,2022,Atareb - Al Irshadieh,36.1391,36.8323
1282,SYR108430,22,11,2022,Jamus Wiran,36.5691,37.7786
1283,SYR108270,22,11,2022,Ain al Arab,36.8891,38.3521
1284,SYR108279,22,11,2022,Rubay'at,36.8196,40.3354
1285,SYR108431,22,11,2022,Sayada,36.5548,37.7509
1286,SYR108282,22,11,2022,Tal Al-Laban,36.614,40.2018
1287,SYR108277,22,11,2022,Kafr Antoun,36.505,37.0364
1288,SYR108283,22,11,2022,Tal Jammeh,36.6645,40.3466
1289,SYR108284,22,11,2022,Tal Kif Anz,36.8842,41.0804
1290,SYR108467,22,11,2022,Kisweh,33.3579,36.2455
1291,SYR108281,22,11,2022,Tal Ajar,36.4909,37.0268
1292,SYR108426,22,11,2022,Takihi,35.1751,40.4547
1293,SYR108206,22,11,2022,Tatemrash,36.5091,37.0102
1294,SYR108274,22,11,2022,Eastern Tall Ward,36.7975,40.3465
1295,SYR108276,22,11,2022,Jayshan,36.8069,38.5552
1296,SYR108272,22,11,2022,Al Asadiyah,36.7758,40.1283
1297,SYR108187,22,11,2022,Kabani,35.7187,36.2331
1298,SYR108280,22,11,2022,Shawarighat al Arz,36.5269,36.9966
1299,TUR27851,22,11,2022,Oncupinar,36.6459,37.0822
1300,SYR108145,22,11,2022,Azaz,36.5849,37.0432
1301,SYR109586,22,11,2022,Solan,36.7373,38.6077
1302,SYR108055,22,11,2022,Al-Hasakeh,36.5054,40.7429
1303,SYR108091,22,11,2022,Alia,36.6108,40.1045
1304,SYR108092,22,11,2022,Quamishli,37.0447,41.2262
1305,SYR108093,22,11,2022,Tal Tamer,36.6534,40.3718
1306,SYR108095,22,11,2022,Tell Abiad,36.6978,38.9548
1307,SYR108387,22,11,2022,Ain al Arab - Kaniya Kurdan,36.8914,38.3639
1308,SYR108388,22,11,2022,Laylan,36.9548,41.506
1309,SYR108389,22,11,2022,Makman,36.1288,40.0281
1310,SYR108089,22,11,2022,Abu Khashab,36.6302,41.2744
1311,SYR108090,22,11,2022,Al Alia Silos,36.5958,40.1069
1312,SYR108118,21,11,2022,Ein Issa,36.3837,38.8628
1313,SYR108163,21,11,2022,Bara,35.686,36.5424
1314,SYR108167,21,11,2022,Fleifel,35.5888,36.4562
1315,SYR108168,21,11,2022,Ftireh,35.6097,36.4853
1316,SYR108179,21,11,2022,Qulaydin,35.6132,36.3855
1317,SYR108180,21,11,2022,San,35.8414,36.7353
1318,SYR108198,21,11,2022,Ibbin,36.4659,36.9933
1319,SYR108216,21,11,2022,Jabal Al Sayadah,36.5529,37.76
1320,SYR108251,21,11,2022,Tall Refaat,36.4726,37.0941
1321,SYR108312,21,11,2022,Abu Rasin,36.8465,40.3284
1322,SYR108313,21,11,2022,Dardara Tal Tamer,36.6996,40.4029
1323,SYR108314,21,11,2022,Ein Issa,36.3837,38.8628
1324,SYR108315,21,11,2022,Kozliyeh,36.6249,40.2253
1325,SYR108316,21,11,2022,Qubur al-Qarajna,36.7231,40.3903
1326,SYR108317,21,11,2022,Tal Al-Laban,36.614,40.2018
1327,SYR108318,21,11,2022,Tal Hamdoun,37.1096,40.8451
1328,SYR108319,21,11,2022,Umm Al-Kayf,36.6757,40.3206
1329,SYR108406,21,11,2022,Basira,35.158,40.4277
1330,SYR108465,21,11,2022,As-Sanamayn,33.0711,36.1833
1331,SYR108044,21,11,2022,Ar-Raqqa,35.9428,39.0519
1332,SYR108042,21,11,2022,Areesheh,36.2498,40.7617
1333,SYR108466,21,11,2022,Basira,35.158,40.4277
1334,SYR108043,21,11,2022,Menbij,36.5258,37.951
1335,SYR108255,21,11,2022,Ashmah,36.8761,38.1074
1336,SYR108203,21,11,2022,Jayshan,36.8069,38.5552
1337,SYR108213,21,11,2022,Ain al Arab,36.8891,38.3521
1338,SYR108174,21,11,2022,Kafr Taal,36.1542,36.8935
1339,SYR108177,21,11,2022,Makbas,36.2461,36.8857
1340,SYR108159,21,11,2022,Al Habata,36.2168,36.8871
1341,SYR108136,21,11,2022,Maarbalit,35.8084,36.6605
1342,SYR108181,21,11,2022,Tadil,36.1647,36.888
1343,SYR108305,21,11,2022,Qulaydin,35.6132,36.3855
1344,SYR108215,21,11,2022,Artawaziya,36.634,39.3098
1345,SYR108162,21,11,2022,Atareb,36.1379,36.8284
1346,SYR108172,21,11,2022,Kafr Noran,36.078,36.8322
1347,SYR108259,21,11,2022,Maraanaz,36.5511,37.0187
1348,SYR108170,21,11,2022,Jarablus,36.8145,38.0099
1349,SYR108099,21,11,2022,Azaz,36.5849,37.0432
1350,SYR108161,21,11,2022,Al-Sirmaniyah,35.7225,36.2781
1351,SYR108166,21,11,2022,Dweir Elakrad,35.7225,36.2602
1352,SYR108165,21,11,2022,Daret Azza,36.285,36.8511
1353,SYR108164,21,11,2022,Blinta,36.2294,36.8851
1354,SYR108171,21,11,2022,Kafr Din,35.7774,36.2565
1355,SYR108454,21,11,2022,Khan al-Sabeel,35.7552,36.756
1356,SYR108176,21,11,2022,Maaret Al Naasan,36.0351,36.8376
1357,SYR108408,21,11,2022,Tadaf,36.3479,37.5294
1358,SYR108258,21,11,2022,Kafr Khasher,36.5491,37.065
1359,SYR108261,21,11,2022,Sheikh Isa,36.4793,37.1467
1360,SYR108260,21,11,2022,Maratet Um Hosh,36.4109,37.2118
1361,SYR108424,21,11,2022,Korhyok,36.4986,37.6416
1362,SYR108254,21,11,2022,Afrin,36.5111,36.8655
1363,SYR108047,21,11,2022,Al Bab,36.3697,37.5149
